step,x,y,z
121,10.654381013070456,3.5534779109085646,36.4717570835137
122,9.935430312313235,2.6820904651585527,35.82793831197285
123,9.208417006756056,1.943502454806079,35.10282667655234
124,8.486538560361693,1.3326318540900268,34.32143806469849
125,7.7810444637785645,0.8403463967256024,33.50490630888871
126,7.101110275045252,0.45496611521136177,32.67031814916892
127,6.453856295868685,0.1635387909359492,31.830918118459348
128,5.844472633872449,-0.04716131027073414,30.996542001167867
129,5.276413897537182,-0.18991096931851173,30.174159853450558
130,4.751631933078824,-0.27656082992398723,29.36844041959584
131,4.270821765052327,-0.3177583152693593,28.58227948546108
132,3.83366276893144,-0.3228227520324005,27.817260504561453
133,3.4390432108951323,-0.29972893084054164,27.07403498507752
134,3.085261244943676,-0.25516265205474625,26.35262282551434
135,2.770199191854987,-0.19461990362832912,25.652640167520946
136,2.4914705541483424,-0.1225288192242981,24.973465807726097
137,2.246540942859691,-0.04237984931415956,24.314358088174934
138,2.0328251177606655,0.043145503224863366,23.674533518099466
139,1.847762865170596,0.13205337425244407,23.05321692781412
140,1.6888766149078698,0.2229270406842615,22.449671220747376
141,1.5538136517329966,0.3148288297396629,21.863213074499214
142,1.4403755955386506,0.40721484975321237,21.293219407084017
143,1.3465375705392446,0.49986221128574937,20.73912813776219
144,1.2704591984556186,0.5928079642702617,20.20043574415917
145,1.2104892610248217,0.6862987396181303,19.676693328880816
146,1.1651655995422328,0.7807499828663127,19.167502325536496
147,1.1332115629285626,0.8767136548286302,18.672510557988318
148,1.113530085663054,0.974853316688817,18.191409081540687
149,1.105196274437214,1.0759255919600057,17.723930049032063
150,1.1074492072325965,1.1807670898922553,17.269845732343562
151,1.1196834992070452,1.290285973793893,16.828968770213496
152,1.1414410641010366,1.405457456190963,16.401153690968812
153,1.1724033953043163,1.527322595816532,15.986299762611942
154,1.2123846045514983,1.6569898555561227,15.584355244811789
155,1.2613253857084665,1.7956389530115735,15.195323152579673
156,1.3192880135659117,1.9445265940786498,14.81926868660908
157,1.386452440324661,2.104993722780134,14.456328538719811
158,1.4631135129392243,2.2784739452890364,14.106722341866641
159,1.5496793000918405,2.466502789871296,13.77076660264972
160,1.6466704856597054,2.6707274438463156,13.448891530349037
161,1.75472075333793,2.892916558967218,13.141661260234537
162,1.8745780515692405,3.1349696317459728,12.849798059777969
163,2.007106585705817,3.3989253372024617,12.574211202836725
164,2.1532893314420534,3.6869680130127453,12.316031295502405
165,2.31423079533054,4.001431243061252,12.076650931863664
166,2.491159659009277,4.34479715888326,11.857772637864409
167,2.6854308268560967,4.719689645107455,11.661465109820407
168,2.898526244034736,5.128859078488949,11.490228744873303
169,3.132053653738912,5.575155525236139,11.347071354583083
170,3.387742207909666,6.061486444315631,11.235594692838575
171,3.667433522811879,6.590753876642249,11.16009193382056
172,3.973066367556402,7.16576483635316,11.125655391598263
173,4.306652679731055,7.789107182891053,11.13829242700675
174,4.670242012797426,8.462981712927066,11.205045440046723
175,5.06587084082617,9.188979723534764,11.334108848570475
176,5.495492403475424,9.96779414747658,11.534931717516107
177,5.960882027376948,10.798852028283317,11.818288928160325
178,6.4635122214599345,11.679857341987487,12.196296222363765
179,7.0043915032656106,12.606237096814372,12.682335068938732
180,7.583861168776955,13.570491781177644,13.290842433035184
181,8.201345504434569,14.561465505364849,14.036909287358316
182,8.855053844682619,15.563573698036274,14.935622399434973
183,9.5416381224608,16.55605871815654,16.001080620016687
184,10.255817903628241,17.512386542220742,17.245025815069784
185,10.989996920981593,18.399947947913965,18.67505807710533
186,11.733910840694252,19.180277038572417,20.292464219258406
187,12.47436426359955,19.810032482761088,22.089784951185425
188,13.195132806104436,20.242977857897593,24.048378939415823
189,13.877118169383424,20.433116916006004,26.136395032237413
190,14.498842788812556,20.33896172544078,28.307698446394074
191,15.037347528551892,19.928632634693777,30.502350243638755
192,15.469504877313781,19.18514788421169,32.64913900854426
193,15.773682097424244,18.110951965373363,34.67035745169521
194,15.93159587224082,16.730592309545088,36.488517875346645
195,15.930116294201593,15.090612381946233,38.03412017629099
196,15.762734137121761,13.256230331914097,39.25312267760628
197,15.430426446341679,11.305115764821917,40.112632314331776
198,14.9417477345631,9.319325238123795,40.60364206050523
199,14.312117403119641,7.3769299992948145,40.74033401304862
200,13.562427308037005,5.544885114540575,40.55629828234182
201,12.717211127663466,3.874258881889424,40.098692257982925
202,11.802668550426574,2.3982575912043194,39.421669255908505
203,10.84481721503291,1.132807157659066,38.58030193282963
204,9.867972385858987,0.07899603633097252,37.62583586546858
205,8.893658915909732,-0.7734807668693663,36.60262405360081
206,7.939970674024751,-1.4426542661840482,35.54667864974652
207,7.021327234904126,-1.9509467371694176,34.48551720280401
208,6.148541791429359,-2.322473219432961,33.4388831088469
209,5.32910425443868,-2.5810715140609277,32.419941633296645
210,4.567591257102978,-2.7490120426663105,31.436638307503582
211,3.8661317916336566,-2.8462666334662976,30.49300962820447
212,3.2248768390142972,-2.8901942702085632,29.590328406803128
213,2.642439468822695,-2.895511794118335,28.72803565648068
214,2.116286528290832,-2.8744418259079207,27.904456242836005
215,1.6430737527433539,-2.836957747501834,27.117320775457827
216,1.2189232966051124,-2.7910704929227346,26.364127137409866
217,0.8396470334845794,-2.7431217648234556,25.642376956965975
218,0.5009212787362762,-2.698062839839874,24.94971930371873
219,0.19841951897632498,-2.659708078064171,24.28402870281452
220,-0.07209019156320096,-2.630958656662768,23.64343888307758
221,-0.31467691916554597,-2.6139959166655786,23.026348405946223
222,-0.5332020265613839,-2.6104458746645767,22.43140985901116
223,-0.7312929789284014,-2.621517524497192,21.857510741861844
224,-0.9123316582447524,-2.6481179661162866,21.30375146878455
225,-1.0794537493219099,-2.6909474308774746,20.769423939789675
226,-1.235556372771916,-2.7505771001207893,20.25399274669431
227,-1.3833116720083323,-2.827512341861806,19.75708014969159
228,-1.525184514416244,-2.9222436777643326,19.2784553655556
229,-1.6634528463702105,-3.035287470491759,18.818028356702076
230,-1.8002295547314988,-3.167218004613301,18.375848127024167
231,-1.9374849409461903,-3.3186923275292264,17.952105460165964
232,-2.0770691145385367,-3.4904689200063137,17.5471400377935
233,-2.2207337664607834,-3.683420975352907,17.161451919822134
234,-2.370152894241585,-3.8985447764954753,16.795717433876852
235,-2.5269421239347767,-4.1369633643113595,16.450809591184342
236,-2.6926763111988308,-4.399925380466229,16.12782320711561
237,-2.86890510705688,-4.688798634749062,15.828104943805196
238,-3.057166143583615,-5.005057580997136,15.553288495279128
239,-3.2589954305627584,-5.350263477749873,15.30533508441309
240,-3.4759344548685407,-5.7260355515624655,15.086579312253074
241,-3.7095333382214606,-6.134010967342323,14.899780162331727
242,-3.9613492342722263,-6.575790842163863,14.748176574023672
243,-4.232938931641149,-7.052868928583569,14.635546405864813
244,-4.525844376560824,-7.566538970050633,14.56626674457866
245,-4.841569542075492,-8.11777615172003,14.545372297242611
246,-5.181546762110456,-8.707087633031765,14.578606941373478
247,-5.547090340809386,-9.334327010475567,14.67246130847813
248,-5.939334979421091,-9.998467955755999,14.834186466180181
249,-6.359156397192553,-10.697333542342436,15.07177031863325
250,-6.807071553300247,-11.427280365098483,15.393859345679108
251,-7.283116237831448,-12.18284104267374,15.80960401488337
252,-7.786698671020706,-12.956335719972705,16.32840218999286
253,-8.316429355977183,-13.737473386296505,16.959512117060104
254,-8.869930025250047,-14.512977596298063,17.711506649875865
255,-9.443628349922605,-15.266288358240276,18.591545469294267
256,-10.032550299137313,-15.977411296962751,19.604454894654797
257,-10.63012859587028,-16.623003776814176,20.751628367021933
258,-11.228053179454035,-17.176800291292977,22.02979695363185
259,-11.81619695230441,-17.610478458080333,23.42976820412292
260,-12.382655628714053,-17.89504306740757,24.935289084565866
261,-12.91394176716894,-18.002750054799826,26.522244045236082
262,-13.395367190994955,-17.9095009329959,28.15843508949765
263,-13.811632452439822,-17.597517164190656,29.804184583619175
264,-14.147615748105949,-17.05797406499483,31.41393231532542
265,-14.389318577521708,-16.29317139952161,32.93885637686362
266,-14.524887049405814,-15.31778731189609,34.330346089586136
267,-14.545595155727076,-14.158840364874841,35.54393653706999
268,-14.446660047045421,-12.854179810760233,36.54314305372015
269,-14.22776767647083,-11.449603075007929,37.30257644362487
270,-13.893222432975024,-9.994988553843516,37.809814091211926
271,-13.451690668442323,-8.540042621193644,38.06573598530811
272,-12.915572307027059,-7.130324592767161,38.083343349814115
273,-12.300091084375437,-5.804115405616422,37.88536845284853
274,-11.622229198144064,-4.590475004613123,37.5011749393883
275,-10.899640138826353,-3.508566601308785,36.9634983916081
276,-10.149656361249633,-2.5680922234082755,36.3054979392059
277,-9.388474599694241,-1.770535616559879,35.55843020748339
278,-8.630561709865677,-1.1108594836520953,34.75007667433075
279,-7.888287285790358,-0.5793362485009927,33.90390278683994
280,-7.171761796909682,-0.16327128780129813,33.03882700131122
281,-6.4888426034995,0.15152873346614076,32.16943300331358
282,-5.845263952361317,0.3796061441257842,31.30645711623689
283,-5.244848344036063,0.5350231772196348,30.45740843520562
284,-4.689762530336228,0.6308177966094863,29.627215999270625
285,-4.180789280711658,0.6786912060874295,28.818834310240707
286,-3.7175941174164144,0.688870490032517,28.033769616444843
287,-3.2989733824304284,0.6700948956493521,27.27251238735355
288,-2.9230757828469818,0.6296831770935104,26.53487653878173
289,-2.5875938871244704,0.5736491926644266,25.820254647752332
290,-2.28992505885059,0.5068419082439142,25.127802375504807
291,-2.0273032604393464,0.4330933851683102,24.456566212214902
292,-1.79690429500651,0.35536407012371113,23.805567747748068
293,-1.5959276121531323,0.27587891281490506,23.173855872115105
294,-1.4216579704295476,0.19625078970309112,22.5605362116268
295,-1.2715101682289187,0.11758970173744192,21.964785062979622
296,-1.1430598281039392,0.040597500078939766,21.385853278582758
297,-1.0340629173375548,-0.034351315337158406,20.823064053586975
298,-0.9424663563517515,-0.10714172686009835,20.275807374396415
299,-0.866411735365975,-0.17786203445575732,19.74353298144951
300,-0.8042338459531226,-0.2467580879675952,19.225743032253177
301,-0.7544554472289953,-0.3141966188614514,18.72198517724031
302,-0.7157794306747738,-0.38063643965435184,18.231846437242922
303,-0.687079324130888,-0.4466063766517673,17.754948059498197
304,-0.6673888834516154,-0.5126889150539715,17.290941398331782
305,-0.6558913576735297,-0.5795086546353806,16.83950479290295
306,-0.651908877725316,-0.647724792377981,16.40034137948479
307,-0.6548923068269297,-0.718026961404211,15.973177766457473
308,-0.6644117998806719,-0.7911338606925118,15.557763507214446
309,-0.680148246518886,-0.8677942058631222,15.153871323251789
310,-0.7018857153801114,-0.9487896170312154,14.761298052833618
311,-0.7295049731814361,-1.0349391350662696,14.37986632746695
312,-0.7629781190066188,-1.127105122592265,14.00942700783769
313,-0.8023643499268787,-1.226200360873757,13.649862442561362
314,-0.847806856811564,-1.3331961985250276,13.301090647391003
315,-0.8995308373494547,-1.4491316428041312,12.963070540129355
316,-0.9578426054169613,-1.5751233089243797,12.635808408451888
317,-1.0231297706313427,-1.7123761567806715,12.319365835433889
318,-1.0958624579036347,-1.8621949466841747,12.013869362239022
319,-1.1765955327377193,-2.025996334379385,11.719522230746577
320,-1.2659717925071825,-2.205321498139541,11.436618622511524
321,-1.3647260754066777,-2.401849143294986,11.165560895971895
322,-1.4736902253640662,-2.617408656844174,10.906880422648234
323,-1.5937988306416557,-2.853993079615996,10.661262736157926
324,-1.7260956232943696,-3.1137714161567254,10.429577835230276
325,-1.8717403824472671,-3.3990996004252505,10.212916622017314
326,-2.0320161218265405,-3.712529162066213,10.012634605699681
327,-2.2083362551184,-4.056812272549732,9.83040415036918
328,-2.4022513138614423,-4.434901366646072,9.668276680651688
329,-2.615454631988343,-4.849940900662131,9.528756353956716
330,-2.8497861967251454,-5.305247987133207,9.414886725550556
331,-3.107233582596244,-5.804277594524546,9.330351811775506
332,-3.3899285163960493,-6.35056667761423,9.279592607809022
333,-3.700137146677781,-6.947649974198427,9.267939408385203
334,-4.040241491434725,-7.5989382521827675,9.30175902702436
335,-4.412708794560983,-8.307547548939093,9.388613955706065
336,-4.820044626075415,-9.076065528057667,9.537427313394499
337,-5.264724522104513,-9.906238750105821,9.758642670778414
338,-5.749097822139612,-10.798562913565734,10.064361009902369
339,-6.275256226718158,-11.751757829901623,10.468427667308653
340,-6.844858667527948,-12.762111424762917,10.986429727496967
341,-7.458903695881189,-13.822684444444079,11.635548978071492
342,-8.117441294455192,-14.922382590242812,12.434198049818978
343,-8.819218589643441,-16.044928952945774,13.4013501230387
344,-9.561259441938718,-17.167810439128587,14.555460430290038
345,-10.338387569161121,-18.26132973914394,15.912879027728543
346,-11.14271791648767,-19.287968003682735,17.48568127526189
347,-11.963162071648695,-20.20234407403556,19.278910704508
348,-12.785019843879665,-20.95212318798742,21.287353510548304
349,-13.589757272276321,-21.48024560433031,23.49215112179122
350,-14.355094100882948,-21.72876429917033,25.857791709927277
351,-15.055529773865938,-21.64435122770908,28.330250990462936
352,-15.663412315750486,-21.185131839871573,30.83718125176
353,-16.15058729774862,-20.32798259691078,33.29095068343115
354,-16.490552667413716,-19.07491827060828,35.59491018321823
355,-16.660905912846538,-17.456931797391967,37.65251104121436
356,-16.64574029947529,-15.533858419348146,39.377983833069
357,-16.43757693584259,-13.38960932036743,40.70654869512727
358,-16.03845147171235,-11.123293721032853,41.60192676477092
359,-15.459918232271368,-8.837911856839602,42.0594560991538
360,-14.721955329765542,-6.628977756441772,42.104249416236655
361,-13.850982057498493,-4.575337548448845,41.78513474924143
362,-12.877361416741318,-2.733658834547965,41.166087568929726
363,-11.832812370125861,-1.1369521222361534,40.31718013983205
364,-10.748100033423146,0.2035050958897071,39.30674988935899
365,-9.651245755485393,1.2940397001378805,38.19578580049991
366,-8.56635413707117,2.1535404082972556,37.03478147237125
367,-7.513032155273635,2.808541670559416,35.86274384293505
368,-6.506297604418002,3.289079275457086,34.70776290507959
369,-5.5568412542833965,3.625585691982931,33.58850333954439
370,-4.671508717718871,3.8468193226883884,32.51608226022524
371,-3.8538896422396274,3.978668326775002,31.495957914856596
372,-3.1049310443211384,4.043613620257881,30.529610483057063
373,-2.4235200885707897,4.060641584550447,29.61591815163053
374,-1.807005143716455,4.045433226647854,28.75221266227225
375,-1.2516412480490153,4.010701263451462,27.935044146281978
376,-0.7529576197678454,3.9665878390189233,27.16070515971344
377,-0.3060517189786523,3.921068408226182,26.425567949552274
378,0.09418209210273454,3.880331005540925,25.726284477395676
379,0.45287990044320664,3.849115921670542,25.05989052557033
380,0.775082197490865,3.831010616542213,24.423846229632513
381,1.0656457327865143,3.8287003129324764,23.816037129346682
382,1.329185587524376,3.844177599406332,23.234752932507085
383,1.5700409059308922,3.878915584108416,22.678655768422892
384,1.792258796938027,3.934009397051609,22.146745648352958
385,1.9995918881536854,4.010290590150962,21.63832792709022
386,2.1955058547752753,4.108418500667069,21.152985532952897
387,2.383193955735109,4.228952074835147,20.69055738234362
388,2.565596196495699,4.372405070572037,20.25112353440886
389,2.7454212152049715,4.539287004785976,19.83499712307412
390,2.9251693697866004,4.730131692157042,19.44272281346911
391,3.1071558004507254,4.9455147368809405,19.075081380970413
392,3.2935324659371927,5.186060880440253,18.733099938806074
393,3.486308311703733,5.452441669506519,18.418067295083407
394,3.6873668318557016,5.7453634821600925,18.131553863467815
395,3.8984803402720427,6.065545533936524,17.87543545109659
396,4.121320275721267,6.413687078120278,17.651920073085577
397,4.357462836165957,6.790422623661563,17.463576665963835
398,4.6083891748095684,7.196263634297071,17.313364162134725
399,4.875479302081628,7.631524871456072,17.204658812056795
400,5.159998733726517,8.096233345844647,17.14127686811713
401,5.463076819821931,8.590017815313633,17.1274887455614
402,5.7856756036300325,9.111977005562363,17.168019533576274
403,6.128548022176642,9.660525365690773,17.268029248747798
404,6.492184313267843,10.233216370569929,17.43306454983725
405,6.8767456910425,10.826545349509455,17.668971880281934
406,7.281984764189627,11.435736780017237,17.98176038670176
407,7.707152882176184,12.05452514940933,18.377401831138204
408,8.150895699120506,12.674943996411546,18.861554602108754
409,8.611139833381495,13.287144570609934,19.43920056456146
410,9.084975639443277,13.879273351063613,20.11418778321319
411,9.568543802757015,14.437445624656947,20.88868010917104
412,10.056936613937884,14.94585895799626,21.76252711840903
413,10.54412810409829,15.387093451069624,22.73258533302445
414,11.022950231939438,15.742642179892627,23.792043442586788
415,11.485134255279073,15.993701949887514,24.929828171785918
416,11.921436322220611,16.122228658538326,26.13018921475426
417,12.321863118085815,16.112222337121587,27.37257482584245
418,12.676006215022,15.951156900367488,28.631906406622065
419,12.973482258222647,15.631416134588413,29.879333523531837
420,13.204460926949798,15.151552746343864,31.083496586964603
421,13.360245643888788,14.517166587493312,32.21224618463397
422,13.433856429185925,13.741215335488526,33.23467807055916
423,13.420553980980205,12.843632633047664,34.12326150450717
424,13.318242591082218,11.850229397966878,34.855789764761084
425,13.127698905435889,10.790974380493601,35.41688426719509
426,12.852593294859533,9.69786114399809,35.7988439671609
427,12.499297382932198,8.602641068283193,36.00173851599671
428,12.076499687235541,7.534716424689328,36.03277103339204
429,11.59467545053103,6.519442007090217,35.90505218111972
430,11.065471896392006,5.576993694912594,35.63600434665074
431,10.50107418251468,4.721854077823665,35.24563970902524
432,9.91361093135159,3.9628662661504457,34.75493152322472
433,9.31464429941585,3.3037369284189366,34.18443933442739
434,8.714772046436075,2.743836275044879,33.55327636708068
435,8.123351743725067,2.2791430118568883,32.87843933364354
436,7.54834285266371,1.9032062437983226,32.1744692228904
437,6.9962523036061395,1.6080319662101128,31.45338065169951
438,6.472163598443154,1.3848389047230256,30.7247855751831
439,5.979827703318803,1.224660328357522,29.996139706267275
440,5.521795048839133,1.1187919693734978,29.273051157730304
441,5.099570718682035,1.0591010261491145,28.55960556557728
442,4.713778451642487,1.0382187308783013,27.85867670644816
443,4.3643227277662096,1.049641107653647,27.17220431776819
444,4.050541532861536,1.0877612842403546,26.50143061777014
445,3.771345184469632,1.1478536476469876,25.847093863986984
446,3.525338793298389,1.2260263822604094,25.20958158567576
447,3.310927556790953,1.3191552072217403,24.58904845095946
448,3.1264052132299422,1.4248078145691156,23.98550465922933
449,2.970026719807044,1.5411657539857777,23.398880777111895
450,2.8400666489803177,1.666948329767605,22.829074443489787
451,2.7348650055913075,1.8013414152421996,22.275983627070758
452,2.6528622193007445,1.9439328644728484,21.739530307330757
453,2.59262501482338,2.0946553212887125,21.219677673556944
454,2.5528647449748934,2.2537366101037106,20.716443253684567
455,2.5324496166299433,2.4216574730884743,20.229909817420836
456,2.5304120667496344,2.5991161389886464,19.760235448715495
457,2.5459523675988547,2.78699902722061,19.307663841231435
458,2.5784393652390003,2.9863567736462646,18.872535621749467
459,2.627409087905867,3.198384686049098,18.455301333211075
460,2.692561802939774,3.42440667783111,18.056536594364083
461,2.773757952615079,3.665861671844856,17.676959880823066
462,2.8710132592214164,3.9242913993411084,17.317453328077576
463,2.9844931557420438,4.201328430381729,16.979086926631954
464,3.114506567324221,4.498683151650978,16.663146449066115
465,3.261498936699501,4.8181282463359185,16.371165403293723
466,3.426044249591754,5.1614790207207975,16.10496122819311
467,3.608835669474069,5.530567657168106,15.866675815735556
468,3.8106742302966703,5.92720915002446,15.65882023082263
469,4.032454856848964,6.353156301575723,15.484323172070042
470,4.2751487820340355,6.810040729839305,15.346582230632556
471,4.539781207214347,7.299296392601917,15.249516306703926
472,4.8274028079571165,7.822061707306451,15.197616571391933
473,5.139053430434156,8.379056019354632,15.195992044431707
474,5.475716069306877,8.97042606056682,15.250404123564008
475,5.838258994503008,9.595558321754618,15.367282189096928
476,6.227363747821921,10.25285418977358,15.553709692062545
477,6.643436730419221,10.939466608388713,15.817366964371354
478,7.08650234850316,11.6510003416066,16.16641354217397
479,7.556076311456259,12.38118314384156,16.609289455053574
480,8.05101885386328,13.121522773521994,17.154412394341247
481,8.569369576981636,13.86097519683777,17.809747030068586
482,9.108168474011988,14.585662529283482,18.582225569848656
483,9.663271666687523,15.278694565135748,19.477006966801405
484,10.229175456278305,15.92016331491842,20.496578240726244
485,10.798868247761066,16.487392375721356,21.639727123040306
486,11.363736115154758,16.95552690466482,22.900451349043752
487,11.913553085618474,17.29853856287351,24.26691443106419
488,12.43658989843381,17.490685792723575,25.720604496903338
489,12.919872865239151,17.508408105961717,27.23589037850151
490,13.349615320717279,17.332544543072732,28.780181459076367
491,13.711826551844956,16.95066188610076,30.314867185045017
492,13.993077318266701,16.359180421467396,31.797125902013807
493,14.181370075243198,15.56492659209625,33.18255150824192
494,14.26703168419685,14.585756125200524,34.42837157380361
495,14.243524734317017,13.449998203875554,35.49686430752202
496,14.10806849791228,12.194663538013538,36.35847734391213
497,13.861976824448567,10.862596162499079,36.99415352680254
498,13.510657142513516,9.498965761340173,37.396492579204065
499,13.063265042094109,8.147628588228615,37.56959629117983
500,12.532061003175151,6.847890869030631,37.52769749290516
501,11.931557400898004,5.632091819384376,37.29288726557538
502,11.277566112588627,4.524226950675385,36.892375545485955
503,10.586257121376505,3.539619008659505,36.35572873609917
504,9.873319848657218,2.6854707600545065,35.71244284628203
505,9.153288973749232,1.9620336905333207,34.990073975539666
506,8.439063629809631,1.3641033244972118,34.21300513437556
507,7.741619947083034,0.882587540801399,33.401813007556704
508,7.0698959125586605,0.5059620749449729,32.5731258718971
509,6.430815483401987,0.22150241322346043,31.739834040166144
510,5.829414767103708,0.01624649309890372,30.9115168654561
511,5.269034727315872,-0.12230993808365925,30.094972396569208
512,4.751549962358727,-0.20575469511841682,29.294765591130716
